frase_id,frase
326257,Não manche o nome de um homem inocente.
326396,Se quiser que eles sejam embalado.
326502,O astro rei majestoso nas manhãs mais coloridas.
326701,Ela é minha companheira nas minhas contrariedades.
326858,Quero ver esse mineiro voltar de a pe pra minas gerais.
326891,Pra sua mãe dizia cheio de fé.
326898,Senhor é um velhinho muito pobre.
326904,O inocente vendo aquele homem barbudo.
327120,Querida mãezinha eu te agradeço.
328785,Tá pra nascer a mulher capaz de me fazer chorar.
328942,Tá pra nascer uma mulher capaz.
328948,"Chiquinha, menina nova."
329238,Ela é muito mulher..
329249,Realmente ela é a mulher.
329369,"Gosto de mulher viúva,de solteira ou desquitada."
329370,"E por respeito ao marido, evito mulher casada."
329404,Voce flaa casaento e ele já fica nervoso.
329405,Voce nunca percebeu o quanto ele é maldoso.
329507,Os pés de moça bonita moram dentro do chinelo.
329875,"Minha mãe tava muito doente, pra mim foi um golpe dolorido."
330035,Moça delicada é a flor da bonança.
330040,Ela é fazendera de muitas finança.
330068,Menina bonita que eu tanto amei.
330153,Ele cheio de esperança.
330261,Ela era minha maezinha adorada.
330338,Menina muito bonita que parecia um botão de rosa.
330347,A flor que estava em leilão por todas moça foi cobiçada.
330356,"Só não trouxe ela comigo porque eu já sou um homem casado ai, ai, ai."
330415,E ele mesmo envelheceu sem nada.
330532,Pobre mulher tinha sido obrigada.
330571,O senhor vai ficar véio.
330640,Onde se mata um homem bom.
330708,Ele é perigoso.
331098,"Menina linda, o que você fez com a minha sanidade?."
331111,Menina linda eu não entendo porque tanta indiferença.
331284,Ela é tão linda.
331288,Ela é uma gata.
331304,Ela é bela.
331378,"Ela é linda, linda."
331380,"Ela é linda, linda linda."
331402,Até chegar lumiar.
332034,"Menino pobre, tão carente."
332294,Ela estava infeliz e magoada.
332297,Ela estava deprimida.
332462,"Verso encantado usei, meu namorado é rei."
332552,Também entrou uma moça igual um botão de flor.
332553,Achando a moça tão bela o rapaz falou pra ela.
332560,Você é um rapaz tão pobre não namoro pé rapado.
333072,"Rosinha estava mais linda, como uma flor parecia.."
333191,Quando eu vi a morena que moça bonita.
333498,E a filha está abandonada..
333532,Deixei ela sozinha num banco chorando.
333568,"Porque o homem é feito de sonhos, ideais e compromissos.."
333632,"Ela é culpada ê, ê, ê, boi."
333889,O senhor mesmo foi o vigário.
333904,Por penitencia senhor vigário.
333916,Senhora sertaneja dona do meu mundo.
334001,Serviço de seis peões ele sozinho me fez..
334263,Combater o rei tirano homem ruim a religião..
334272,Quase louco envaidecido lhe falou o rei maldito.
336414,Natalia é muito paia.
336417,Ela é tão legal ela me ama.
336853,Pedi perdão e disse adeus ao homem triste.
337879,"Serei enfim, um homem livre."
338098,A maldição de homens maus.
339848,"Mas, ele é indurável."
340540,Homens santos de.
340544,"Deus, homens santos de."
342114,Ela é real.
343526,Menina preciso dizer.
345260,Ela é uma rainha e tem.
345705,E um garoto pobre o que é que pode?.
346229,Então de repente ele chega arrebatador.
346254,"Ela é predadora, um animal selvagem."
346988,"Ela era a rainha da noite, sua corte, seus servos."
347006,Ela era a rainha na cama generosa nascente do amor.
347009,"Ela era a rainha vadia, indefesa era como uma flor."
347351,Eu estava olhando aquela menina perfeita.
347454,Eu vejo gigante e penso como ele é grande.
347462,"Sou impotente, ele é onipotente."
347810,Ele é tão bonito.
347949,"A promessa é certa, Deus é fiel pra fazer cumprir."
348141,Ele é fiel.
348727,Ele é meu refúgio contra as águas do mar.
348776,Ele é meu refugio.
349460,"Ele é fiel, para cumprir."
349532,"Jesus é legal!""."
351568,Foi ela mesma quem me disse pra eu te procurar.
351717,Menina linda na parada de baú.
351820,"""Essa menina é massa,vai te deixar arretado""."
351863,"Gamei na coisinha linda e ela dá alguns mole pra mim, tremenda de uma princesa linda, fina flor do meu jardim."
352009,"Agora ela é viciada, sorriso de orelha a orelha."
352025,Ela é fêmea e eu sou macho.
352362,Porque em moça bonita não se bate.
352441,Sua mulher já tá cansada e não dá nenhum valor.
352534,"Ela é gostosa, ela é gostosa e meia,."
352771,É uma cobra serpentina que só ataca mulher boa.
352982,Que aquela menina linda me deixou.
354226,Menina feia.
354231,Luci é feia.
354237,"Luci é livre, a verdade então."
354239,Luci é linda.
354517,Essa menina é uma delícia.
354529,Ela é uma classe diferente de mulher.
354541,Na segunda ela muscula pra perder sua barriga.
354674,Ela é teúda no grau e é graúda no pau.
354712,"Bombom, camarão, mulher boa é violão,."
354785,"- ""Menino doido!"
355273,Era uma garota feia desdentada do cabelo ruim.
355276,"pela mulher mais feia da região""."
355287,Juro por deus era a mulher mais feia que eu já vi.
355808,Eu já conheço as pistoleira e cansei de mulher rampeira.
356002,Moça bonita do jeito que a nêga grita.
356106,"Menina linda quente, fora do normal."
357319,Menina linda estava ali sem par.
357329,"Nunca se esqueça, menina travessa."
357797,Sou um homem direito.
358096,Não que ela seja importante assim.
358171,Olha só como ela é linda.
358371,"Olha só como ela é linda, a vida é toda fina."
358426,Ela é tão linda e de longe eu não dava nada.
359076,Ele nunca esteve tão feliz.
359083,E ele nunca esteve tão feliz.
359677,Homens cegos guiam os perdidos.
361522,"Ela é tão linda , Dissimulada."
362686,Faz ela feliz.
363126,"Eita mina top, toda empinandinha, sainha colada."
363129,"cara de safada, essa mina é muito louca."
363425,"Maria eram gêmeas, feliz juntinhas crescia."
363434,Maria que ela vai passeá.
363704,Deus mandasse ele mesmo que fosse aleijado.
363890,Depois arrumo uma agulha com barbante e a minha filha rosina te remenda num instante.
363999,Ele é inocente.
364287,Hoje eu posso dizer menina linda.
364400,A menina mais linda que eu já vi.
364461,A menina mais linda.
364518,Por isso que eu digo que um rapaz solteiro.
364751,gostei de uma mulher foi minha infelicidade aluguei um.
364753,A mulher era bonita muito cheia de vaidade imobilhei o.
364768,"Titio era cuiabano, nessa lida também me criei."
364769,"Ele era criador de gado, no seu regime me acostumei."
364901,Era uma garota linda.
365373,Quem é você moço estranho?.
365382,"Que o senhor mesmo matou, ai."
365550,E a menina quase morta.
365721,Carreirinho é apelido de violeiro.
366549,Um homem quando tá apaixonado se arruma se perfuma e manda flor.
366551,Um homem quando tá apaixonado se arrisca e vai com tudo pra valer.
366986,Homem bem alto pensa ser o maioral.
366997,Homem careca tem mania de dizer.
367007,Homem bem gordo vive contando vantagem.
367017,Homem baixinho diz que faz economia.
367028,Moça gorda era a.
367194,Mas a menina inocente.
367279,Quero a morte para ele ser feliz.
367322,Jacozinho já tava impedido.
367470,mesmo ela sendo tão jovem e eu um homem casado.
367500,Para mim ela hoje é uma sombra.
367633,Moça bonita é a.
367805,Na planície do oceano.
367983,O homem é bicho tratante.
368136,"Eu sou igual a vocês, um homem simples do povo."
368178,Eis aqui ombro a ombro comigo um homem simples do povo.
368727,É neste ponto senhor juiz que eu queria ter chegado.
368729,Chamando a sua atenção e dos senhores jurados.
368732,Ouçam a voz da consciência julguem senhores jurados.
368769,Um moço triste entrou e disse.
369039,Eu sou rapaz solteiro atrás não deixo pensão.
369060,Sua esposa era leviana.
369078,Para ver ela feliz.
369288,Eliana é paraguaia.
369293,Eliana é fazendeira.
369297,Ela é considerada.
369298,Uma dama brasileira.
369511,Logo ele foi convidado.
369555,Adalto era um moço pobre.
369574,Um moço rico apreparado.
369747,Rosinha estava mais linda com uma flor parecia.
369854,Ver minha mãe querida inerte num caixão.
369920,Ela é bem afinada que nem clarineta.
370167,"Na selva ele é o soberano ai, ai."
370313,Faz carinho pra mulher casada.
370639,É a garota mais bonita que já vi.
370724,Vai até minas gerais.
370732,Chegando em minas gerais.
371164,Eu sou um homem solitário nessa vida.
371188,Flor menina misteriosa.
371279,Foi uma princesa branca.
371372,E eu deixo ele nervoso.
371386,Você deixa ele louco.
371558,"Se seu pai descobre, ele é chumbo quente."
372680,Tenho certeza que ela está desesperada.
372752,Me apaixonei de repente por uma mulher bonita.
372765,Ela é água cristalina.
372938,Mamãe é tão boazinha e não merece morrer.
373005,E ela contente só junto de mim.
373045,não era assassino nem homem covarde dizia a verdade.
373063,sabendo a verdade o rei soberano tracou varios planos.
373199,Pernambuco ele foi nascido.
373302,Senhor radialista lhe escrevo esta carta.
373306,"E muito obrigado, senhor radialista."
373341,Enquanto ele vive fraco.
374217,"Choro de mulher é arma,."
374224,"Pra não ver o homem triste,."
374328,Um homem muito sozinho.
374650,O homem já milionário.
374655,Ele estava acostumado.
374682,Ele era mesmo mesquinho.
374762,Ele foi acorrentado.
374764,O rapaz foi algemado.
374963,Marlene era tão devota.
374968,Porque era um moço ateu.
375147,"(nossa, ela era tão linda agora tá grande."
375149,Não existe mulher feia.
375721,A sua filha é minha nora.
375974,Mas por enquanto deixa ela quieta.
376145,Gumercindo pro revanche logo ele foi convidado.
376236,Ser heroi de alguem e melhor ainda ter do lado a mulher maravilha.
376277,Ela estava tão linda na quela janela.
376294,Eu acho ela top.
376296,Eu acho ela boa demais.
376302,Eu acho ela boa demais..
376597,Quando ela fica louca.
376668,Minha flor querida é tão amorosa.
377090,"Sem aliança, mãe solteira."
377093,"Mãe solteira, que importa?."
377201,Meus amigos dizem que ela está contente.
377209,Meus dizem que ela está contente.
377566,"Deus tarde, mas não falta, Ele é justo."
377668,Mas ele fica feliz mesmo até recompensado.
377766,Carrego moças bonitas.
377999,Visitei minas gerais que é o berço onde nasci.
378028,"Vendo minha mãe paralítica, sem um sinal de melhora,."
378029,Levei ela confiante ao.
379217,que ela era a mulher que tanto esperei.
379235,Deus oh senhor poderoso eu lhe faço um pedido.
379309,Ela é culpada auê uê uê ê boi.
379311,Ela é culpada auê uê uê ê boi de eu viver nas estradas.
379652,Com grande esperança ele luta sozinho.
379673,Minha esposa muito linda.
379712,"Deus sabe, minha gente."
379937,Se ela é feliz.
380222,neste instante respondeu um homem sou reporter de um.
380310,Mas se eu pegá esse gato eu vô fazê ele miá em dó maior.
380357,Com a moça brasileira.
380506,Me disseram que ela foi vista com outro.
380563,Ele era valentão só gostava de arrelia.
380577,A mulher ficou contente quando viu o garotinho.
380580,Não sabia essa inocente que o menino era um diabinho.
380713,Augusto era um moço pobre.
380750,A minha filha querida.
380969,Deus que mulher bonita.
380993,As moças bonitas dançavam comigo.
381182,Ele mesmo recebeu.
381472,"Conheci um moço pobre, era um simples lavrador."
381491,"senhor pode fazer pra mim, acho que só senhor memo."
381853,Essa mulher fascinante.
382345,moça bunita perdedéra.
382358,moça bunita laço de amô.
382574,Uma mulher insensível.
382790,"Aparece as macacoas, ele já fica cabreiro."
383299,Tá com a filha mal casada.
383504,Ela é casada por justa união.
383971,"Se tem muita cerveja, também tem mulher bonita."
384219,Pra te fazer sentir a mulher mais feliz do mundo.
384813,Rapaz é difícil demais gostar.
384882,Esse homem sujo e cheio de remorso já sofreu demais.
385347,É muita mulher boa.
385418,"ele tá sujo, todo amassado,."
385528,"Ela chega linda, chega e apavora."
385569,Se ele faz gostoso então você faz melhor que ele.
385605,Já descobri que ele é seu ex.
385653,"Ela não é difícil, não é diferente."
385769,"Ela perde o controle, ela fica animadinha."
385788,"Ela é top, elite é modelo classe a."
385875,A mulher tá largada de mim.
386385,Bebe la a cachaça ela é muito boa.
386452,eutão da licença seu moço zumbi por zumbi ja vivi.
386468,Ela era sua esposa.
386555,Bebe lá a cachaça ela é muito boa.
388976,Zé tava casado.
389255,Pra cantá ele tá morto.
389289,Quando ela tá magoada vem se queixar no meu braço..
390286,Quando eu vejo uma mulher bonita.
390290,Mulher bonita e carinhosa.
390463,"Mulheres lindas, extravagantes, perfumadas."
390566,Ser mulher direita conforme ela era.
390940,A juruti canta triste quando ela tá sozinha.
391134,"sonho com as madrugada,."
391605,Lindas meninas praianas.
392011,Caboclo é feliz no seu rancho de páia.
392124,"Quando ela quis casar,nao achou nenhum rapaz é desengano da vida,que o tempo leva e ano traz,ficou sozinha no mundo quando morreram seus pais,hoje vive com a saldade que do seu peito nao sai.."
392528,Minha mulher doce amiga e companheira.
392867,"E, se ela está feliz igual as rosas no jardim."
392896,Igual menina nova.
393062,"Tô de namoro com uma moça solteirona,."
393065,"que ela é muito coroa, ela é madura já."
393068,não interessa se ela é coroa panela velha é que faz comida boa.
393069,Menina nova é muito bom mais mete medo não.
393074,"ou alemoa, não interessa se ela é coroa."
393080,"tem que ser mulher madura, porque ao contrário o problema se amontoa,."
393502,Diz que ela é muito forte comigo vai embaraçar.
393522,Ela é muito nervosa manda meu tio pros quinto.
393534,é que ela é uma baleia.
393535,e beijo de mulher feia.
393569,Assim fez de um homem honesto e honrado.
393638,Mas a moça é uma parada.
393863,Ele foi o criador.
393874,Herói foi consagrado.
393940,"Meu pai foi peão paulista, minha mãe foi boiadeira.."
393949,"A rainha camponesa era fia do patrão,."
393989,a nossa mãe carinhosa ajudava a levantá..
394069,"Ai, moça delicada."
394071,"Ai, moça caprichosa,."
394204,"As moças namoradeiras cumprimentando primeiro, ai, ai!."
394311,Minha mãe foi pioneira.
394315,Hoje sou um homem casado.
394360,Moça feia e marmanjão.
394495,ela é miss universo é o orgulho da nação.
395104,Ela está sempre presente..
395132,A bênção oh mãe querida..
395188,"Meu pai, mãe é sempre mãe, nossa imagem tão querida."
395277,Se ela é rica ela tem muito conforto.
395278,Mai se ela é pobre muitas veis tem que sofre.
395292,Por que ela é a razão de nós vive.
395807,Moça bonita não paga.
395887,A partir desse momenteo santo reis é meu protetor.
396150,Pra mim morar com ela bem pertinho do céu.
396185,O natal de um menino órfão.
396203,Ele também sofreu calado ausente do paizinhos seus.
396609,Ele foi aprisionado.
396611,Ele então foi enforcado.
396714,Ela é ciumenta.
396849,Também vi o seu fracasso de mulher pobre caída.
397066,Essa menina é a perdição da minha vida”).
397125,Ou serei o homem mais triste da terra sem você aqui..
397186,Senhor vigário no altar.
397194,mãe solteira.
397556,"O Brasil caboclo, ele é vosso e é meu!."
397853,Companherada é hora da partida.
398045,Eu sou uma rapaz solteiro pra traz não deixo pensão.
398200,"O rapaz triste, chorando."
398335,Vancê é ingrata.
398780,Passa mês e passa ano e a minha vida levo a chorar.
398790,Ele é nacioná.
399214,A moça é dona do meu coração.
399981,Ela é a mulher mais bela.
400099,Eu provei que eles tavam enganados.
400166,Todos perguntam por que sou um homem triste.
400171,Porque razão sou um homem triste assim.
400185,"Não fiz vingança, mas tornei-me um homem triste."
400186,Um homem triste sem parentes e amigos.
400228,Se elas vivem carentes sofrendo na solidão.
400292,Ele foi crucificado.
400303,Que nasceu o menino deus.
400312,Pro menino deus saudar.
400354,Veja quem foi moço forte.
400454,Ela é tão simplesinha.
400528,Moça solteira é piranha.
400529,Mulher casada é cadela.
400884,Eu me sinto o homem mais feliz do mundo.
400897,Ela é muito dengosa gosta mesmo é de parpar.
400908,"Ela é muito dengosa, gosta mesmo é de parpar."
400977,Ela é muito dengosa gosta mesmo é parpar.
401059,Ela é a luz que me ilumina.
401543,O rapaz era casado e a mulher deu de implicar.
401653,Vai bebê menino feio.
401827,E cunhataí é moça pequena..
401994,Com outro ela foi morá.
402107,Chico foi baleado.
402576,a rainha sertaneja caipirinha do arraiá.
402636,Uma moça muito triste sem riso da esperança.
402642,"Minha mãe doente, já sem esperança."
403119,E ela ainda era uma moça rebelde.
403129,"Hoje, a moça rebelde e eu estamos juntos."
403268,Ela estava linda.
403503,Ela é minha patroa.
403576,Mas ela é minha alegria.
403999,Esta menina tá distante demais.
404015,"Por você, mulher querida."
404109,Uma menina meiga e sem juízo.
404116,Diz que a filha é muito nova.
404235,Sempre ouvi dizer que mulher é coisa boa.
404256,Onde ela tenta esconder imensa dor.
404361,Ela é charmosa e me faz cosquinha.
404362,"O pai dela sai, deixa ela sozinha."
404568,Ele não é meu amigo sempre faz tudo errado.
404683,Sou um homem diferente que não penso em nada.
404728,"Menina linda, coisinha louca."
404790,Pra ter certeza e ela ser liberada.
404796,Desde quando ela era mocinha.
404806,Além de tudo a moça é muito bela.
404875,Eu casei com uma moça bonita pra danar.
404884,Chá de picão que ela tá muito amarela.
405102,Ela pra mim foi a mulher mais bela.
405103,Eu sou um homem tão desvaído.
405234,Jogo na cassino com as mulheres mais belas.
405246,Arnaldo tá estourado vem.
405307,De mulher vulgar vai virar madame.
405475,e ela disse vagabundo.
405590,Sou um homem pobre nas ruas vazias.
405729,"Carreiro é um moço alegre,."
405923,A você moça bonita.
405953,pego na cintura dela que ela tarraca em mim.
405959,pego na cintura d'ela que ela tarraca em mim!.
406151,Senhora não lastimo mais a sorte.
406559,Aos homens grande amizade.
406842,"Moça feia e marmanjão, na garupa a mula pula."
406923,"Com ele foi interrado,."
406963,"A madrasta ruim, perversa, muito da mocinha judiô.."
406967,A madrasta feiticeira com a sua farsidade.
406974,Oiando caixão sumindo da sua filha querida.
407500,Ele era o garçom..
407520,"Ele era freguês,."
407626,Ela é culpada.
407771,Pra pegar moça bonita e também mulher casada.
407777,Pegou uma moça bonita que o meu coração gamou.
408089,"E quando o ex-gordinho passa, elas ficam loucas."
408416,O moço era obediente.
408603,Uma mulher carinhosa.
408661,Na estrada da vida de um homem errante nao existe flores beirando caminho e nem poderia seguir entre flores quem em sua vida só plantou espinhou é nesse martilho que hoje eu vivo sigo tropessando na estrada da vida e uma ramagem cheia de espinho cobriu minha estrada cercou meu caminho.
408754,E eu sou apenas um homem triste.
408792,Astro rei se os homens poderosos da super potencia.
409005,Uma mulher bonita que meu coração gamou.
409134,estão falando que ela é nova pra mim.
409137,ela é novinha tem menos de 20 anos.
409141,menina nova gosta de homem maduro.
409147,só não arrisco mexer com mulher casada.
409790,Ele foi o ponto final.
410157,quando liga o som elas ficam assanhadas.
410378,"Enquanto eu não acho a mulher certa, com as errada eu vou!."
410699,Mais o menino franzino descendente de jessé.
410715,"Não vem fazer charminho pra me ter,."
411065,E mulher boa.
412058,E se ele achar ruim eu mando ele.
412064,"E se ele achar ruim, eu mando ele vir beber (Repete)."
412233,Depois da meia noite só entra mulher nua.
412566,Michelle é musa a musa de minha canção.
412577,rapaz carente querendo teu doce amor.
412732,ou ou ou menina preciso tanto dizer amo amo amo amo muito voce.
412920,Sinto o ciúme ardendo demais ela é linda rica e poderosa.
412990,"Eu sou mesmo um homem santo,."
413478,Ela é linda.
413481,homem casado pirar.
413683,mas ela foi infeliz.
413872,"Ei, ela é minha namorada."
413878,"Ei,ela é minha namorada."
413887,"Ei,ela é minha namorada!."
414474,Só ando com mulher bonita.
414603,Mulher feia sai pra lá.
414629,Mulher feia.
415084,"Minha mulher maravilha,."
415413,Você me fazia um homem feliz.
415464,Ela é uma coisa boa.
416006,Pra ver de deixo ela mais contente.
417271,"Menina indecente, que finge ser carente."
417448,"Que ela já tá louca, louca pra dançar."
417452,"Com dedinho na boca, ela tá pirada."
417659,A uma deusa nua.
418370,Fiz moça orgulhosa chorar e sorrir.
418378,Com talento e traquejo do progresso sertanejo ele foi o pioneiro.
418492,Menina menina você se apirica.
418828,no pé de amora quem tiver mulher bonita cuidado que eu.
418967,E nois ia conversano.
419136,João-de-Barro fez a casa hoje ele é proprietário..
419300,ele era criador de gado.
419354,"O ponteiro moço novo, muito desembaraçado."
419511,mulher bonita e riquesa.
419599,Homem que tem mulher braba.
420039,"A viola está chorando, saudade sente também...ela foi a companheira, parceira como ninguém...num soluço de saudade fazendo ponto...."
420163,Era uma garota linda vinha vindo no volante.
420942,"O rei vai ficar sozinho, e a rainha vai comigo...."
420965,A esposa é uma santa mulher divina.
421004,Ai mulher ingrata você me maltrata não tem compaixão..
421362,Era um homem diferente.
421634,"O amor quebra opinião, de qualquer homem valente...."
421645,Infelizmente ela é flor proibida.
421698,Homem valente eu já fiz virar medroso.
421706,Joãozinho menino pobre numa escola no sertão.
421708,Um outro menino rico só pra fazer judiação.
421714,O pai do menino mau perdeu as propriedades.
421720,Que um menino agonizante fora da igreja tombou.
421830,Filhos de homem direito.
421896,E a mulher namoradeira eu passo o coro e mando embora.
422013,Deus que mãe bonita.
422016,Deus que filha linda.
422021,A filha morena clara.
422022,A mãe é cor de canela.
422126,Eu chego a ficar doente por uma mulher bonita.
422226,Lá existe homem valente as mulheres são sinceras.
422227,É as meninas são descente ai a juventude sadia estudando noite e dia.
422238,"Por ele ser bom patrão ai, ai."
422242,Ele foi aluno bão sem férias e sem recreio.
422252,Oswaldo é sobrinho.
422351,Ela estava tão divina.
422359,"Ela é uma doçura, beleza com distinção."
422526,Menina nova e bonita.
422532,A menina tão formosa.
422651,"ó mestre lá nas alturas meu senhor onipotente, seu poder é infinito....."
422859,Com ele vai ser ferido....
423040,"Gavião tava contente de gravatinha vermelha,."
423166,Quando saía de viagem sua esposa prevenia.
423379,Com ele era dividido.
423395,"O menino estava vivo, seu pai disse a soluçar.."
423443,"Nem mesmo estando doente ele cantava contente e nunca se retrocedeu,."
424605,Eu não pensava que ela fosse tão maldosa.
424889,Homem sério perde a linha.
424977,"Tinha uma menina doente, um médico a mãe pediu."
425002,Maria é muito bonitinho.
425188,Garoto perdeu a vida nas mãos de um homem ruim..
425468,Conheci um moço pobre.
425479,Casou-se com uma moça rica.
425553,Enganou moça inocente.
425566,Vendo a filha mãe solteira.
425567,E sua esposa infiel.
425637,Quantas meninas bonitas eu vejo aqui do meu lado.
425774,Como eu era um homem forte.
425799,Pra um menino mau criado.
425806,ele desapareçeu.
425874,"Mariazinha, menina rica, e o pobre zezinho era seu empregado.."
425880,"A minha filha é menina rica, está nas alturas, você não alcança.."
425884,"Existe um bom deus, que está nas alturas, ele é bom demais, faz tudo perfeito.."
425901,Pois sem ela não consigo ser feliz na minha vida....
426516,E o rapaz interiorano dando provas de humildade.
426532,Eu vi minha mãe doente de um mal quase sem cura.
426709,Eu sou da mulher mais bela.
427001,Só caso com mulher rica para dar conforto a ela.
427005,Dinheiro e mulher bonita eu sempre andei atrás.
427146,"Onde tem moça bonita, de certo que tem namoro."
427240,A menina inconsciente com sacrifício tirou.
427353,O rapaz era casado e a mulher deu de implicar..
427370,"O senhor vai ficar velho, e comigo vem morar,."
427794,"acho ela muito boa,."
427847,acho ela muito boa.
427971,Tem que ser moço direito.
428040,Sei que tem homem casado.
428897,A moça muito faceira.
428957,Dentro dela mora uma mulher sincera..
428972,"Por ser uma mulher falsa, não cumpriu o que jurou."
429022,Rainha mãe.
429109,pra ele é café pequeno.
429147,"Quase chorando, lá na janela pra mulher ingrata...."
429148,Mulher bonita venha na janela....
429154,Mulher bonita estou desenganado....
429278,"Na frente o candeeiro, menino de pé no chão, ele era apaixonado pela filha do patrão."
429286,Hoje ela é casada está morando na cidade.
429344,Pra ele não farta amor.
429376,Meu futuro sogro é um homem direito.
429468,Além da moça ser rica.
429673,Eu também sofri na unha de um senhor muito malvado.
429680,Nas mãos de um senhor malvado boiadeiro é boi também.
429889,E pode ter certeza que ele será seu protetor.
430562,Minha mãe é uma santa.
430868,Joãozinho menino pobre numa escola do sertão..
430870,Um outro menino rico só pra fazer judiação..
430876,O pai do menino mau perdeu as propriedades..
430949,Filhos de homem direito perde o nome em tabelião..
430978,Eu vou contar uma historia ela é pura e real que ate hoje no.
431002,Ela é uma doçura.
431161,Por ser uma mulher falsa não cumpriu o que jurou.
431180,E a mulher namoradeira.
431231,Ela foi cruel ao renunciar meu amor sincero.
431412,Pra cobrir o corpo da mulher mais bela.
431423,"(""Mulher maravilha modelo do mundo."
431430,Pra colar no corpo da mulher mais linda.
431618,"Nunca vi homem pequeno, que ele nao fosse papudo."
431621,"nunca vi homem direito, vesti calça de veludo."
431800,"Vou vencer esta batalha, a menina é a medalha...."
431863,Titio era cuiabano nessa lida também me criei.
431864,Ele era criador de gado no seu regime me acostumei.
432075,Júlia era sabida.
432298,Ela é a luz que ilumina meu ser.
432309,"Porém o rei soberano, que na opulência vivia."
432314,Por ver a rainha santa que no seu avental trazia.
432326,Em lugar de ouro e prata castigando o rei ateu.
433645,O homem fraco é aquele que se vinga.
433646,E o homem forte é aquele que perdoa.
433737,Mariazinha menina rica e o pobre.
433752,A minha filha é menina rica está nas alturas.
433763,ele é bom demais faz tudo perfeito.
433959,O pobre rapaz escutava calado.
433978,Ele foi um gavião sem asa.
433990,Mas ela voltou virgem e pura.
434013,Ele era apaixonado.
434025,"Hoje ela é casada,."
434061,Mas deixei ela mansinha.
434132,Eu também sofri na unha de um senhor muito malvado..
434138,Nas mãos de um senhor malvado boiadeiro é boi também..
434147,Além da moça ser rica dona de grande beleza.
434457,Pelos caminhos da vida ela está sempre presente.
434884,Mas se ele for casado também leva na lembrança.
435062,Picasso fosse vivo ia pintar tabuleta.
435657,Vestido de militar mulher rica consegui.
435689,Presidente não congele beijos de mulher bonita..
435809,Pois ela era uma boneca encantadora.
436146,Quando fui moço fui feliz e fui feliz.
436463,Vestido de militar mulher rica consegui..
436911,"Mulher virtuosa, quem a achará?"
437269,Rei maior eu sempre hei de adorar.
437649,Ela é a porquinha mais formosa que há.
437743,Ele é tão jovem e já pratica o mal.
437744,Ela é pequena e já aprende a ser tão sensual.
437754,Que faz do homem escravo de um mundo sem perdão.
438489,Filha menina escolhida por.
439309,E um homem doente em sua visão.
439334,Um homem doente em sua visão.
440068,Senhor é bom.
440219,O vosso rei saudai.
440260,"Mulher virtuosa, quem achará?."
441063,"Negra à beira mar, César é cego de um olho."
441736,Sou apenas um homem cansado.
441909,"Quando ele pulsa, ela sangra vermelha."
441925,"O homem é o lobo do homem, o lobo."
441950,Mulher barriguda que vai ter menino.
441958,"Mulher barriguda, tomara que não!."
442698,Pois o homem é o exercício que faz.
442727,"É um menino tão sabido, doutor."
442744,"Ela não quer ser tratada, doutor."
442746,"A minha filha tá solteira, doutor."
442757,Ela fica cheia de mistério.
442962,Ele é um sujeito distraído demais.
443058,Ela foi educada pra cuidar e servir.
444454,Esta entidade é formada pelos homens mais poderosos do país.
445389,"que o homem que matou o homem mal, era mal também.."
445918,"Tudo que incomoda a eles, eles dizem está errado então quem é o marginal?."
446259,Ela é a rainha do.
446272,Ela é a esposa do deus.
447031,Ela é linda como sempre sonhei.
447276,Ela quer ficar sozinha.
447299,E mesmo se gritar ela não pode ser ouvida.
448155,Se o menino for bonzinho e normal.
448190,Mulher não é melancia.
448191,Mulher não é samambaia.
448194,Moça bonita da bundinha empinada.
448286,Só espero que ela seja bem guardada....
448364,Ele é monumental!.
448680,"Ele é negão, dissem que é bixa."
449015,Ela usa mini saia sem calcinha.
449089,Carolina você sabe que esse homem era um lobo.
449364,Mulheres pobres sonham com dinheiro.
449395,Quando ela vai presa.
449577,tu deixa um homem louco.
449664,Ouça agora mulher estranha.
450959,"Ela não encana, nem acha gay!."
450966,Ela é otaku!.
451155,A marca é boa ele tá novinho.
451168,Mas ela é nova.
451361,Não que eu achasse que ela não fosse capaz....
451845,Acho humildemente que ele tá errado.
451857,Hilton é sexo hardcore.
453819,A TELA PLANA NÃO DEIXA ELE PERCEBER.
453924,Eles estão surdos!.
455703,"O amor, ele mesmo, em carne e osso."
455780,Ou então trocar uma menina quente e macia.
456753,"Que ele é perfeito, Que é pura crueldade."
456865,"Mesmo errando, ela tá certa."
457039,"A mãe doente e dois ""irmão""."
457693,Ela está pronta.
458267,Um menino selvagem era novo na cidade.
458280,E ele bem alto gritava ao pé do ouvido.
458285,Mas um menino selvagem era novo na cidade.
458401,Ela quer ser feliz como você.
458415,Não importa se ela é pesada.
458482,"Não pode cobiçar toda mulher alheia,."
458484,"Assim ""cê"" vai passar a eternidade com uma mulher feia."
459088,Eu acredito quando você diz que ele é legal.
459211,Ela sempre foi garota do movimento.
459436,"Moça linda por favor, guarde todo esse amor pra um."
459512,a moça feia lá da ponte.
459762,"Então se liga, moça carente."
461393,"Ele é punk, ele é punk."
461394,Ele é punk mesmo!.
461400,Ele é punk mermo!.
461687,"Tô em terra de mulher boa, praia, sol e camarão."
462216,"ela é feita de hemp, duma planta que tem lá."
462237,"E tem muito mais, moça bonita nao paga, mas se bobear leva.)."
462354,Quando chega na balada ela é sensação.
