frase_id,frase
3745902,Ela diz tá está arrependida.
3745913,"E ele é o culpado
."
3745994,"Ela é a mina, mas você não é o cara."
3745995,"Nunca foi bijuteria, ela é uma joia rara."
3746000,Eu vou deixar ela louca.
3746190,Disconfiança é tão ruim.
3746368,E se ele é bom pra você.
3749050,Parceiro menino faceiro saiu do barraco.
3749598,É a minha mulher maravilha.
3750174,Bagaço de cana pra ele é arroz.
3750416,Ver eles felizes para sempre.
3752002,E por você ela é capaz de enfrentar.
3752259,Faz tanto tempo que ele tá sozinho.
3753861,"Quando sente o jeito que ele deve ser tocado
."
3753977,"Deus do céu essa garota é diferente
."
3753986,"Ela não é boba, ela é sagaz."
3754289,Ela é a dama e eu sou o vagabundo.
3756394,Ela é tão linda eu sei.
3756564,A mina é maneira não colei com ela.
3756565,Mais sempre desejei que ela fosse feliz.
3756754,Você mina direita e eu safado.
3756934,Você é a mulher perfeita.
3757329,Tipo musa real.
3757592,Ela é uma doçura de mulher.
3757595,Ela é perfeita tim tim por tim tim.
3758092,Me ferrei ela é baladeira.
3759406,Menina bonitinha pode vir já sem calcinha.
3759767,Homem decente.
3759796,Construiu sua família com uma mãe solteira.
3761377,"No quesito, ouve o flow, Pelezinho é hepta, ayy."
3761632,Sou mina bela rebolo na tela.
3761863,Ela é porrada.
3762285,"Você é um rapaz tão pobre, não namoro pé rapado
."
3762982,"Você fez, aconteceu com uma mulher maravilhosa."
3763601,Essa moça chique já contou trocado.
3764848,Meu pai foi minha referência de homem forte.
3764852,Por esses homens é preciso chorar.
3764871,"Esse homem violento, homem violado."
3767507,"Se ela está presente eu vou...
."
3767509,"Se ela está presente, eu vou
."
3768944,"Garota, ele não é verdadeiro."
3769188,porque a cama grande ela vaite arropar.
3769374,Ele anda grilado e preocupado pela cidade.
3770551,E ela vai ser bem melhor.
3770627,Pra moça bonita um colar.
3770740,Menina musa é minha música de paz.
3770743,"Menina musa é minha música
."
3771019,"E ela já tá decidida, atrás do que soma."
3771089,"Mas comigo ele foi covarde e malvado
."
3771683,Ela joga consciente.
3771708,"Pé na areia, pé no mar, Deus é fiel, fé sem neurose."
3771735,Ela é raposa traiçoeira e ainda diz que eu sou chato.
3772510,"Sou livre, sou musa cantante, sou só coração
."
3772785,eles ficam iguais.
3773057,Por isso para ela somos marginais.
3773192,Uma mulher fatal.
3773636,Mas que mina gata.
3774375,Ele é traiçoeiro.
3774498,Essa mina tá louca.
3774532,"Essa mina é safada foi embora com dj
."
3774537,Mina é safada foi embora com dj.
3774551,Escondidinho é mais gostoso.
3774565,Ela não é professora m.
3774568,Roger que mina maluca.
3778197,Ela é minha menina lua.
3779337,a menina mais amada.
3780144,Menino já tão maduro.
3780501,Ela é tão carinhosa.
3780533,Ela é adrenalina pura.
3780534,A mulher mais livre que tu vai conhecer.
3780543,Ela é tão quente como fogo.
3780594,"Ela é dama, rei e ás."
3780595,"Ave maria, ela é cheia de graça."
3780869,"Vem, que eu te faço a mulher mais feliz do mundo."
3782343,"Ela é surtada, marrenta, ciumenta de fase."
3783705,Branco fosse carinho.
3783723,Branco fosse carinho o.
3784878,Uma menina boa só parece que é boba..
3784879,"Toda, toda vai pensando que ela é trouxa.."
3784886,Uma mulher confusa ao mesmo tempo tão monstra..
3784890,Outra se falar que ela é tonta.
3784924,"Ela é cheirosa, gostosa como uva.."
3785264,"Ele é o bode-expiatório da classe
."
3785309,"Quando quer, ela é perfeita pra ser minha mulher
."
3785328,"Porque ela é bipolar e com todos os defeitos quando quer
."
3788889,A mãe secretária na sapataria.
3790149,0 jovem era homem velho.
3791362,O homem rico contará o seu dinheiro.
3791369,"O homem rico e o tolo contarão flores
."
3791374,"O homem rico e o tolo abrirão as portas...

."
3791876,Se ele estava errado.
3792351,Agora eles estavam armados até os dentes.
3792573,Ele era cego.
3795662,Nesses dias ele quase cega.
3795717,Se ela preferir ficar sozinha.
3797320,eles são tão parecidos mas não como nós.
3797322,eles são tão bonitos.
3798020,por isso ele parece muito mais potente.
3799125,homem é o nome do troço.
3800352,"você garota é a zona da minha vida
."
3801014,"ele tá ligado,."
3801280,"Somente ele é capaz de uma revolução
."
3801616,Tão triste que nem uma mulher peituda.
3802336,Ribeiro tava certo.
3802386,O quê que importa se ele é preto e você branco.
3803264,Menina simpática mas to sem prática.
3803268,"“Eita, menina gostosa da porra."
3803288,"Eita, menina gostosa da porra."
3805112,Pode revelar um garoto leite.
3805681,Ela é uma ilha cercada de ilusão.
3805696,"E ela não quer ficar sozinha
."
3805707,Ela não quer ficar sozinha.
3806024,ao padre - ele é o doutor.
3806265,"Excelentíssimo senhor juiz, sou simples jardineiro."
3806267,"Ela é bonita, rica e formidável."
3806297,E no quintal da minha musa caprichosa.
3806446,Ele tá tão distante.
3806622,E isso não me fazeria um homem melhor.
3806651,Porque ele ficou dependente.
3806667,Ele está suspenso por seus pés.
3806761,Johnny estão noivos.
3806868,"Que eles estarão perdidos
."
3807254,"quero meu corpo cremado, para que ele seja espalhado por toda cidade cenográfica em."
3807751,as amiguinhas de sua filha adolecente.
3807940,E a esposa anda malhada.
3809355,ela é moça direita.
3810389,Um homem livre cai em declive.
3810785,Ela é gringa.
3810787,Ela é ginga.
3810790,"Ela é linda
."
3810794,Ela é brisa gostosa.
3810795,"Ela é linda, cheirosa."
3810812,"Quando quebra na praia é linda, mas ela é linda!."
3811252,"E esse filme passou e ele é enlatado
."
3811283,Ela é boa e é tudo de bom.
3812157,Cuca não é fêmea.
3812699,Ela é sexy.
3812705,Ela é surda pros otários.
3812950,Ela é neurótica.
3812969,Ela não é a cinderela e eu gosto dela mesmo assim.
3813291,"Finalmente ele está certo""
."
3813517,Mulher bonita aqui não pode faltar.
3813676,"Mulher bonita de montão num só país num só lugar?
."
3814522,Olha menino tu não é minha cria menino feio.
3814538,"Perdi meu emprego e apanhei outra vez
."
3814559,Mulher linda toda hora é gostoso de se ver.
3816350,Tu sabe que elas são raridade.
3816444,Um rapaz tão seguro.
3816656,Ele é falso como a sua alma.
3817270,Eles são o sexo mais forte.
3818166,"Essa mina é muito linda, Acho que vou enlouquecer."
3819924,É a musa soberana nesse bar.
3819930,Menina singular.
3820470,"Sabe ser uma mulher fatal
."
3820483,"Pra não ser uma mulher normal
."
3820729,"No coração dos homens maus, já se acabou."
3821307,Fama de homem bom.
3821630,E ela ouve da minha boca que ela é simplesmente linda.
3821636,Eu tenho um receio que ela ache careta.
3822070,Exceto todos os espelhos que confirmam que ela é linda.
3822703,"E mais um dia ele não vai dormir sozinho,."
3823164,Mãe bom dia.
3824946,"E nem se toca, nem se toca que aquela mina especial."
3825664,"Zé é fuçado, ele é todo equipado."
3825994,Falo sempre palavrão e ela é voga no inglês.
3825996,"Sou um louco pobretão e ela é herdeira de um ricão
."
3826005,"Não esquento com horário, ela é britânica, coisa e tal."
3826301,"Umas minas bem loucas, um calor de mil grau."
3826625,"Ele é um artista, um ator,."
3828379,Você diz que eu minto que sou uma mina cínica..
3828380,Eu não sou uma mina cínica.
3828381,Eu sou a garota química.
3828550,E onde já se viu garota escrota como eu.
3828791,"Eu digo: não esquenta, sou uma mina legal
."
3829554,Que ela não é santa.
3830134,"Ar mulher elegante e tem ar mulher brega
."
3830137,"Tem mulher bunita , mulher inteligente ar."
3830139,Tem mulher segura e tem mulher carente.
3830167,Tem mulher manera e a mulher barro.
3830390,E quando eu chupo ela é uma lavagem cerebral.
3830409,Porque quando eu te digo: Mermão ela tá dando mole.
3831751,"As mulheres tavam soltas demais,."
3832141,"Sou um homem solitário
."
3834366,Lua e parei no momento.
3834368,"Ela domina o tempo dessa selva, ela é leoa."
3834372,"E que geral disfarça parça, ela é mó brisa."
3835172,"Homem casado ""fica tudo exibido""."
3835177,Juvenal é cabra muito inteligente.
3835266,"Ele é nordestino e não foge sem lutar
."
3835271,"Ele é o lamento da alma do meu sertão
."
3835437,Se é verdade que um homem rico leva uma vida triste.
3835519,"Se ela é alta, média ou pequena."
3835789,Porque ela é minha menina.
3835855,Menina pura como flor.
3836033,"Só uma mulher gostosa te dá a vida eterna
."
3836054,Só uma mulher gostosa te dá.
3836058,Só uma mulher gostosa te dá (3x).
3836080,A sua menina tá crescidinha demais.
3836507,Ela adora punk rock eu sei.
3836898,"...Ela é punk rock meu bem


."
3837334,Se ela era feia antes d'eu beber.
3837545,O que sua filha patricinha viu num cara louco como eu.
3838023,revelar segredos sobre ele mesmo.
3838198,ele é tão grande quanto esse seu.
3838701,ele estava estacionado.
3838721,da menina mais bonita.
3839168,Montezuma será fatal.
3839355,"Do homem errante
."
3839434,"Ao homem racional
."
3840728,Ele era pequeno.
3841412,"De garoto podre
."
3841413,Garoto podre.
3841414,"Garoto podre
."
3841511,Johnny foi preso.
3841931,Ele é o reizinho poliglota.
3841941,Ele é o príncipe.
3841945,Ele é muito bacana.
3842046,Zé nunca foi latifundiario.
3842047,Zé nunca foi patrão.
3842584,"Ela é feita de chumbo, acho que vai desabar."
3843240,Deixou pra trás um namorado chato.
3843309,"Mulheres nuas, sensuais.."
3843828,Ele era o homem que bebia demais.
3843839,"Ele era o homem que bebia demais
."
3843856,Ele era o homem que bebia....
3844864,"Paulo é gigante,."
3844869,Paulo está moicano.
3845254,"Eles estão cegos, eles estão podres."
3845537,"Observe agora, eles já estão cegos e."
3846237,"Observe agora, eles já estão cegos e suicidas.."
3846675,"Homem rude, homem cruel."
3846692,O erro do homem é gananciar.
3847061,Ontem a garota prostituta se matou.
3847351,garoto pequeno joga fora seus brinquedos.
3847433,"mulher é coisa rara, brinquedo mimado."
3847456,por ter criado a minha nova esposa fiel.
3847897,Ela é vegetariana e almoça no.
3847910,Ele quer ser punk.
3847911,"Ele quer ser punk, punk, punk...."
3847913,"Ele quer ser punk, punk, punk...
."
3848187,Você mulher solteira.
3848194,Seu homem tá cansado.
3848489,Eu to cansado de mina bonitinha sonhando em ser modelo.
3848990,"Tem umas minas loucas que me encaram no começo,mas eu fico de cantinho enxugando mais um vinho..."
3849400,As garotas são bonitas e jeitosas.
3849467,"Foi a vontade de deus que ela fosse minha mulher
."
3849823,Mina louca!
3849991,"Uma mina muito linda, em cima da casa olhava."
3850142,A mina era feia e agora dá pra encarar.
3850586,E o homem branco verá.
3850588,E o homem branco verá (aaaaaaaaaaaah).
3850594,Aquela peste é doença de homem branco.
3851672,"Tipo menino bobo, isso pra mim é novo."
3851740,"Ela é valiosa e você sabe o quanto vale
."
3851744,É que enquanto ela geme mais alto.
3851796,"Ela é safada e quer o meu cordão de ouro
."
3852161,Essa menina é a perdição.
3852261,Ela é a levada do soul.
3852321,"Essa mina é responsa, paga suas conta."
3852908,A nossa pista em chamas e o tempo montando.
3853497,Será que eles são tão puros.
3853690,"Ela é mó gata, e tem uma cara que não vale nada,."
3853732,"Ela é experiente, sentando me deixe mais leve."
3853772,"Ela é minha flor de marte
."
3853841,"Paraíso, elas são a passagem."
3853932,Mulher elétrica.
3853946,"Ô, fé, no banco do carona, ela é maravilhosa, cheirosa."
3854130,Ela é a perdição e acabou que eu virei refém.
3854580,O telefone na chamada é mais de cem.
3854883,"Foda-se as diferenças, do bem ela é provida."
3855336,Eu sagitariano e ela escorpiana.
3855387,Eu transando com mulheres experientes.
3855577,"Mulher virtuosa, ela é meu tesouro."
3855649,Coincidentemente ela é capricorniana.
3856388,"Amor, de cabelo solto, ela tá solteira."
3856567,"Poxa preta, as mina tava loca."
3856620,"No fim das contas, todo pai é um homem morcego."
3856912,"Ver que a neta é foda, missão num tá falida."
3857434,"Ela é tão diferente, eu de rolé pelo mundo."
3857627,Niro é top.
3857854,Vejo um jogo cênico dos moço cômico.
3858079,E ela achou grandiosos planos que saíram da minha boca.
3858265,O homem livre se envolve com livros.
3858337,Meu menino é um deus ateu.
3858611,Eu só me considero um rei porque ela é uma rainha.
3858771,"Tá tudo errado, eles tão vidrado, só querem ver o que o mundo tem."
3859143,Debaixo dessa farda eu só vejo homem covarde.
3859436,O homem ariano não é o super-homem de.
3859519,"Esfregando, ela é a lâmpada, eu sou o gênio."
3859652,"Só garoto novo (Garoto novo) , cria do morro (Cria do morro)."
3859739,"ela tá virada, ela é pipa avoada."
3859800,Ustra nunca foi brilhante.
3859879,Eles são racista?
3859885,Mas eles mesmos que venderam as armas.
3860134,"Sob a luz do luar, imagina ela nua."
3860709,Tipo toda mãe solteira.
3861195,"Mulher periférica, sistema teme."
3861215,Mas não bota uma mina preta nos clipe.
3861231,Que por eles memo foi morto.
3861330,"Ela é linda, menina."
3861336,"Tesouro, chata, ela é paz pra um psicopata."
3861628,Preparei pra eles novos paletós de madeira.
3861653,Jorge escolhi ser amado.
3861777,Porque sei que ela quer ficar high.
3861809,Descobri que minha mina tá grávida.
3861833,E mexer com ela é igual mexer comigo.
3861869,Note que todo menino é um rei.
3861871,No banco do carona ela é maravilhosa.
3862291,"Se deus é perfeito, ele é indiferente."
3862334,"Se eles são rap, eu sou o."
3862342,Eu quero acender enquanto ela quica.
3863219,"É ela não vai ser transferida (jamais)
."
3863297,"Sei que homem é homem, moleque é moleque."
3863327,Hoje ela é minha menina.
3863328,Linda mulher libertina.
3863399,O homem sábio sempre aprende com o passado que teve.
3863606,"Cult passa mau, rei real."
3863618,"É que ela linda, linda, linda, linda, linda, linda."
3863713,"Ela é gostosa demais, ela é bonita demais."
3863743,"Ela é sutil como um beijo
."
3863817,"Se a responsa tá no porte, ela não vai ser transferida."
3863884,"Desde menino novo, bruxo."
3863971,Ela é caçadora de emoção.
3864507,"O estado é um rei gordo, arrogante e velho
."
3865489,"Eu tento ser um homem bom, melhorar todo dia."
3865490,Tem fases que eu sou um homem ruim e nem mesmo me empenho.
3865538,Final do dia com grana na conta e mina gata.
3866652,"Cercado de mulher fútil que é útil só pra foder
."
3866771,"Mas um dia vazio, outra mulher louca."
3866898,Pra eles parece tão fácil.
3866997,"Que eu conheci um dia, menina inocente."
3867158,"Zé não é lembrado, um."
3867266,Eles falam mau do.
3867495,"Se ele vai acaba alegre, ou se acaba por aqui.."
3867993,Agarre esse halter e segura ele inteiro.
3868000,Ele foi condenado por zeus pra segurar.
3868316,Ela é gremista e eu sou colorado.
3868331,"Eu não me importo com detalhes, mas ela é detalhista
."
3868334,"Ela é tão meiga, irmão, e eu pago de durão."
3868339,Ela é sempre muito calma e eu explodo sem pensar.
3868343,"E eu conheço ela, pra mim ela foi feita."
3868344,"Amo até os defeitos, eu diria ela é perfeita."
3868351,"Ela é cheia de sonhos, eu sou meio indeciso."
3868973,"Deixei ela falar sozinha, vou comer que ganho mais."
3869294,"Alem de ser otário ele ainda é muito gordo""
."
3869431,"Mina doida, tora!
."
3869564,E ela tá sempre mó daora.
3869801,a missão era matar mas nois merecia ser santo.
3870191,"Ai, ô, mulher bonita."
3870587,Que eu tenho filho pra criar e minha mulher é braba.
3870787,"Sem cartões de quartos de hotéis, minas infiéis."
3871042,"Na levada quetamina, e eu odeio mina quieta."
3871229,Mano ta louco nada é por acaso.
3871312,Damas belas falam uh.
3871434,E elas louca quer sentar na pica.
3871791,"Se ela é missão impossível, eu sou tom cruise."
3871798,Ela é cobiçada tipo marilyn monroe.
3871823,"Ei, que mina difícil."
3871832,"Uou, nog, essa mina é mó maluca (fala memo)."
3871985,Que ela fume primeiro.
3872631,Ela sexy falando.
3872867,"Ela louca, ela louca pra sentar no pau."
3873003,minha avó tá velha!.
3873102,Ela é ganguera igual a mary j.
3873107,"Ela é a alquimia, na formula do mandrake."
3873140,Os caras sabem que ela é muito sexy.
3873193,"Minha musa inspiradora, sedutora."
3873209,Ela é capaz de instigar.
3873264,Se ela cola linda várias mina se incomoda.
3873319,É que ela é linda e ela é louca.
3873373,"E mesmo que ela se foi, ela é parte de quem eu sou."
3873525,"Nike, ela linda de."
3873837,Te avisei que ela era uma vaca!
3873839,Você tá no stress e ela tá relax.
3874550,"Nog, ela fica molhada
."
3874576,"Kenner é descolado, 'cê sabe."
3876271,Então deixo ela mais cômica.
3876494,Numa vida séria menina moça.
3876562,Eles tão bolado porque...
3876937,"Antes fosse uma cadela, e ela é diferente?."
3877221,ela é minha lei.
3877226,"Sampa, ela é a pampa, ela trampa e por isso essa track
."
3877241,Ela é mó gostosa.
3877242,Ela é mó gatona.
3877243,Ela é mó postura.
3877244,Ela é minha princesa!.
3877320,"Mas na certa, garota veneno que flerta."
3877324,Ele carente e sozinho.
3877325,Ela contente e sorrindo.
3877647,"minha mina bruto, orelha quente."
3877760,"Ela é tortura no colt, ela é sexy, vem."
3877761,"Ela é sexy, vem
."
3877763,"Todas as mina louca na minha cama, yeah."
3877800,"Ela é sexy, vem."
3877903,"Ele é desumano, rimando!."
3877906,Ele é fenômeno e não o cristiano!.
3877914,Rimando ele é um psycho.
3877927,Eles querem ser pop.
3877959,Deus pela esposa linda.
3878310,"Quer me testar com as cartas, então tome
."
3878491,"Ela quer tudo de novo, ela é cara (Safa**)."
3878501,"Tua boca, moça pequenina."
3878751,"Ela é chavosa, dá uns bola, usa."
3878752,"Nike de mola, ela é puro charme."
3878753,"Ela é muito chique, ela dá um choque, ela é muito rica, kit de [?] (Wow, wow)."
3878755,"Kay, te falei, essa mina é covarde
."
3878766,"Ela é minha cobiça, ela é um dia na quebrada sem polícia."
3878808,"Mas ele bebendo voltava bem torto, louco."
3879444,Se sabe que nego que rima precisa de mina pra ta apaixonado.
3879723,A minha mina é a mais gata.
3879747,fervendo com a mina mais gata.
3879820,"que mina maluca, filha da puta, entendi nada e óó."
3879912,Ela é gostosa demais.
3880464,"Jovem rei cheio de gana, zero de grana!."
3880696,"Que ela era certa, pensei que era com ela."
3880794,E essa mina é foda né parça.
3880809,"Essa mina é distração, é massa de manobra."
3880845,"Essa mina é maneira que brisa ela se acaba e vai, e vai."
3880846,"Ela fica quente, sensualiza dahora."
3880859,"Ela é jazz, tá voraz, ela é racional."
3880863,Só que ela é mais gostosa.
3880880,Mano a mina tá mandada.
3880909,"E ela tava esquecida igual ""Macaulay."
3880989,"Ela é ganja, me deixou pensativo que nem marijuana."
3881004,"Purificando a minha alma, ela é igual rei."
3881467,Eu acredito que o homem é o lobo do homem.
3881475,"É real e ela é falsa e pede muita fumaça, e eu vou."
3881845,Ela é muito melhor do que as gostosas da.
3881859,"A mina geme gostoso, a mina chupa com gosto."
3881885,"""mulher elétrica 10.000 volts"", segura minha colt e atira."
3881996,"Lapa, ela é a mais gata."
3882006,"Com ela é só putaria (novo hit, vai)
."
3882021,"Ninfa, em qualquer posição ela é ninja."
3882176,"De ser minha mulher normal, normal."
3882187,Menina bandida.
3882268,Ela sempre foi tão sexy.
3882272,Ela sempre foi gostosa de alma underground.
3882308,"Ela é maravilhosa, me deixa maluco."
3882310,"Ela vai sempre volta, sabe que a melhor opção é o pretinho."
3882320,"Essa mina é maluca, na cama fica solta."
3882325,"Ela é maravilhosa
."
3882351,"Senhorita ninfo, viciada em fuder o dia inteiro."
3882368,"Terra ao céu, faz cara de santa mas na cama ela cruel."
3882893,Ela é manipuladora e só quer ser sua amante.
3882895,"Ela é punk, ela é funk, da 2 no skunk."
3882975,"Ela é nitroglicerina, tatuada e linda, perfumada de resina."
3882986,"Ela é sereia, bota chapa quente."
3883004,"Ela é sensual, visual, vai até pro festival."
3883015,"Pede um whisky label gold, essa mina é preciosa."
3883049,"Sá mina é sacanagem
."
3883087,Sá mina é sacanagem.
3883090,"Sem minha dama serei incompleto, um grito sem eco."
3883092,"Vai por terra, se desperta; sem ela tô inquieto."
3883169,Miller podia ser carioca.
3883307,"Ela é sereia, heroína na veia."
3883333,Observo a princesa mais sensual.
3883389,"Jobim tava ligado, fez."
3883617,"O crime cobra seu preço, e ele é alto demais."
3883778,Não quero ofender ninguém mas ele é indefeso.
3883783,As menina faz igual na capa da.
3883912,"Igual titãs, homem primata."
3883963,"Pois ela é didática, sistemática, às vezes é sofrida
."
3884076,A mina linda vem pedir.
3884170,"Botar ela nua, eu vou pra caça
."
3884260,Rei tá morto.
3884485,"Bonita e feia, princesa sereia."
3884527,"Ela é dançarina, esculaxa no pole dance."
3884565,"Vc é linda e tem estilo até na roupa íntima, no seu jeito de intimar."
3884657,Ela ouve boa música.
3884658,Ela é moderna e rústica.
3885316,"Nem a mãe irresponsável que aos 15 me pariu, é foda,."
3885335,"longe de uma cela, pintando a vida em aquarela, porque ela é bela,."
3885482,O proceder de um homem honrado não tem corporação.
3885862,Eles tão bolados.
3886186,"quem tem respeito, sujeito homem sagaz."
3886282,O menino maluco que sonha acordado.
3886755,Pra você minha princesa detentora de rara beleza.
3887247,As minas ficam esqueléticas.
3887345,"Grower não é traficante, legalize pra ""vaer""
."
3887572,eu me lembro que ele tava recoberto por um véu.
3887808,A nossa pátria mãe gentil se acostumou com os maus momento'.
3887864,lá só tem assalto a banco e ele é filho do.
3888003,ele tá todo borrado tá mijado tá com medo.
3888071,Datena foi tachado delinquente.
3888101,Para eles era lindo pois faziam por amor.
3888475,"Ele é foda, terrorista com o seu fuzil na mão."
3888794,"Na paulista, brigadeiro ele era ofice boy não temia a."
3888826,Ele é justo e fiel basta orar e jejuar.
3888833,E mesmo assim tinha inimigos homens maus.
3888856,Daniel então foi jogado nas covas dos leões..
3889083,"Não é presidente, não tem eleição, ele é o cara, morô, sangue bom?
."
3889164,ela é útil pra que?.
3889309,"É assim mesmo o homem nunca tá preparado pra perder seu barato é só ganhar, ele."
3889421,Ele fica chateado quando a tiazinha crente.
3889570,"Mas se nóis acorda o jack, nóis é tipo homem bomba."
3889651,"Delegado ele é forgado, continua provocando.."
3889864,O seu dinheiro ele é sujo e você é demente.
3890012,"Fala nada ele é sensacionalista, nunca vai reconhecer."
3890152,Vem com nois também tá teno.
3890233,"ENCONTRO COM ELA NA ESCURIDÃO, COM O TENENTE, O CAPITÃO
."
3890254,"O baguio tá doido, o homem é sujo."
3890335,Dinheiro ele não tava preocupado em salvar sua alma.
3890723,Criar homem bomba.
3890886,te ofereci mulher ligeiro você não quis.
3890891,"conheço ele é meu, e eu que mando nele."
3890922,Homem inútil infeliz se torna pó com um soco.
3890985,Mais uma senhora sendo esmurrada.
3891030,e seis achavam que nois era tipo mágico de.
3891415,"Ele não é filho do homem, quer exemplo?."
3891711,"dinheiro ele não tava preocupado em salvar sua alma,."
3891752,"relógio, tênis, bebida, mina fácil de ensacar."
3891826,ce troca de mulher igual ce troca de roupa.
3891861,O homem é livre quando ele é capaz.
3892164,Cinco horas da manhã ele continua andano.
3892251,_''Djalma tá errado tem que haver uma mudança.Na rua.
3892306,-''O pai era pedreiro a mãe era domestica como ele.
3892607,- Djalma tá errado tem que haver uma mudança.
3892664,"""O pai era pedreiro a mãe era domestica como ele."
3892752,ele é merecedor de levantar a taça.
3892933,Duas na mente ele já é um canalha.
3894059,"Rod não é preto, mas também não é branco."
3894256,"Cada sorriso dessa mina é uma mina que eu descubro todo dia, que sorte a minha."
3894267,"Com tudo isso e ela ainda ficou mais linda
."
3894313,"Nunca passar despercebida, onde ela chega é bem recebida."
3894315,"Mina mais linda da festa regada a bebida
."
3894317,Ela é mulher com marra de menina.
3894347,"Ela é só paixão, me atira no chão, vem com determinação."
3894547,"Hoje à noite, eu e ela é constelação."
3894842,Os menino nervoso é depósito.
3894919,Foda que ela é linda.
3894927,"É que ela é rua no olhar, dama no porte."
3894929,"Pauta do bonde, é que ela é coisa fina."
3894930,"Eu não posso lidar primo, ela é gata demais linda."
3894959,"Ela tem a manha, menina mulher você me ganha."
3895199,Bom que ela é tímida e eu sou meio atentado.
3896086,vivo ela como é pedida sem tirar medida pronto pra.
3896473,Se o gringo axa lindo sorte que ele tá iludido.
3896533,Um beijo na mulher boa noite pros filhos.
3897150,"Noite quente, mina ofegante, ela na frente, vamos adiante."
3897219,Hot cheese essa mina é natural e sem silicone.
3897480,"Eu tive que ser ágil, ela não é fácil."
3897482,Dizem que a mulher é frágil.
3897703,Gostosa no ponto ela é foda essa mina já virou.
3897704,"Pauta do bonde, ela é coisa fina."
3897705,"Eu não posso lidar, primo ela é gata demais."
3897706,"Linda ela é obra divina, ela é tipo o pecado."
3897739,"Foda que ela é linda
."
3897867,Me prometeram nessa indústria dinheiro e mulheres belas.
3898090,Eles são tão falso eu fico abismado.
3898254,"Mano é papo de visão, se é pra viver posso morrer por."
3898349,Fé no futuro que ele não será mais incerto.
3899797,Mulher elástica.
3899829,"Ela é tão flex, Tipo flexível."
3899837,"O amor, ele é complexo."
3899862,"Ela é diferente, confunde a gente."
3900302,Se tudo valeu a pena e se ela foi verdadeira.
3901210,Ela é tão linda e tem o dom.
3901227,Por isso que gosto é que essa mina é tão louca.
3901230,O tanto que ela é gata incomoda.
3901354,"E pra quem tiver no veneno, ela é afiada curta e grossa."
3901657,"Essa mina é complicação, quero a mina lazer."
3902106,Dizendo que a fé lhe fez mulher corajosa.
3902281,"Xangô ela é filha, que nem ouro ela brilha."
3902458,"Ele é papel, caneta, é lição, som e letra."
3902470,""", ele é free, ele é show."
3902631,Já foi garoto zen.
3902632,"Tranquilão, menino bom."
3902782,"Eu quero ajudar, ela é independente."
3902788,"Eu peço um espaço, ela é mó carente."
3902791,"Ela é principal, não sai da minha mente."
3902792,"Ela é pontual, eu sou raramente."
3902793,"Ela é natural, eu sou transparente."
3902794,"Eu sou marginal, ela é bem decente."
3902887,"Enquanto vocês falam, eles já tão lá fazeno."
3903055,"Eu meio estressado, ele muito engraçado."
3903056,Na corrida da vida ele já vai disparado.
3903060,E ele nem é culpado de com dinheiro nascer.
3903284,"Dizendo que a fé lhe fez mulher corajosa
."
3903610,Um homem plural.
3903676,Ela age sempre sorrateira.
3903680,Vai pensando que ela é brincadeira.
3904004,"""Essa mina aí é proibida pra mim, No way""."
3904303,"Rima, sou eu memo um homem plural."
3904537,O que que uma menina tão bela.
3904635,"Homem feio só namora quando o bonito não tá
."
3904649,E eu só não posso me deixa levar por um sorriso de mulher bela.
3904938,"Se um dia a coragem foi líquida, agora ela é sólida, irmão."
3906394,Buceta pro homem fraco é que nem cocaine.
3906444,Ela é justa meu bem.
3907201,"A mulher mais linda do sistema solar
."
3907254,Princesa única da sua espécie.
3907803,"Seguindo o meu caminho de homem livre, sem credor
."
3908026,Ela tava linda no estilo mulherão.
3908060,"Porque no recinto não havia mulher mais bonita
."
3908180,"O criador de todos os atores e atrizes, Ele é o autor."
3908188,Emanuel tava comigo.
3908245,Só não sabiam que ele nunca seria rendido.
3908256,"Nesse tipo de assalto, ele ainda era novato
."
3908379,Menor ele fica quanto maiores formos nós.
3908552,"Um homem invisível, chamado de otário."
3908981,"Seja ele bom, seja ele ruim."
3909182,Agora a jovem esposa é viúva de vivo.
3909390,"E ela é boa com planos, pois assim começamos a gerar resultados."
3909429,"Garota perva me testou, falo de fatos sei que ela cortou a luz."
3909538,Errou é game over.
3909682,Levei nas costas meninos briguentos.
3910275,Até que fecha não eu não vazo ela deixa nítido o teste.
3910687,"Brindei my fucking day, geração de reis dais quais eu enterro."
3910690,"Brindei my fucking day, geração de reis dais quais eu enterro
."
3911311,"Observe meu olhar, de parte homem parte lobo,."
3911605,"Os amigo evita, a mãe aflita, o time perde."
3911704,"Mas ó, que menino depressivo."
3911765,Ele é bom de mentira pra suprir a falta de originalidade.
3912244,Que eu sou moço boa praça.
3912265,Sem ele sozinho estou.
3912421,Menino mau que monta em cima da humildade.
3912808,"Mulher casada não pode, mata bem mais que revólver."
3912963,Mulher casada não pode.
3913290,Ou deixa minha mãe aflita.
3913646,Ganha dinheiro me tornou um garoto pródigo e.
3913788,Olha quanta mina gata deixando minha mina brava.
3914047,"Menina mulher, o que tu quer?."
3914077,"Garota que transborda conhecimento, mulher inocente
."
3914165,"e só vejo ela nítida, mirabolar
."
3914207,O medo intimida o homem tímido.
3914832,O que me assusta são homens vivos com vaginas.
3915290,Mina bandida tu sabe né?.
